1.8  1       0.04101    0.00000 
1.8  2       0.03867    0.00166 
1.8  3       0.03671    0.00195 
1.8  4       0.03719    0.00152 
1.8  5       0.03801    0.00142 
1.8  6       0.03727    0.00136 
1.8  7       0.03806    0.00138 
1.8  8       0.03774    0.00124 
1.8  9       0.03692    0.00135 
1.8  10      0.03605    0.00147 
1.8  11      0.03526    0.00153 
1.8  12      0.03457    0.00155 
1.8  13      0.03471    0.00144 
1.8  14      0.03520    0.00142 
1.8  15      0.03502    0.00133 
1.8  16      0.03506    0.00125 
1.8  17      0.03491    0.00119 
1.8  18      0.03495    0.00112 
1.8  19      0.03497    0.00106 
1.8  20      0.03474    0.00103 
