1.0  1      -0.76356    0.00000    0.41749    0.00000    7.49696    0.00000 
1.0  2      -0.76146    0.00149    0.42618    0.00614    7.39564    0.07164 
1.0  3      -0.76195    0.00107    0.42307    0.00482    7.53375    0.12246 
1.0  4      -0.76223    0.00084    0.42162    0.00382    7.57012    0.09710 
1.0  5      -0.76242    0.00069    0.42292    0.00327    7.56286    0.07795 
1.0  6      -0.76256    0.00059    0.42073    0.00338    7.54854    0.06626 
1.0  7      -0.76222    0.00060    0.42007    0.00296    7.46965    0.09252 
1.0  8      -0.76194    0.00058    0.42004    0.00259    7.48036    0.08157 
1.0  9      -0.76186    0.00052    0.42006    0.00230    7.47272    0.07287 
1.0  10     -0.76201    0.00049    0.41972    0.00210    7.48048    0.06599 
1.0  11     -0.76207    0.00045    0.42004    0.00193    7.47762    0.06005 
1.0  12     -0.76208    0.00041    0.42006    0.00177    7.46943    0.05561 
1.0  13     -0.76197    0.00040    0.41961    0.00169    7.44961    0.05475 
1.0  14     -0.76210    0.00039    0.41972    0.00157    7.45928    0.05168 
1.0  15     -0.76210    0.00037    0.41985    0.00147    7.47678    0.05111 
1.0  16     -0.76221    0.00036    0.41989    0.00138    7.47625    0.04792 
1.0  17     -0.76210    0.00036    0.41985    0.00130    7.46478    0.04646 
1.0  18     -0.76215    0.00034    0.42025    0.00129    7.47104    0.04430 
1.0  19     -0.76215    0.00032    0.42097    0.00141    7.47575    0.04221 
1.0  20     -0.76212    0.00031    0.42080    0.00135    7.47227    0.04025 
