1.8  1       0.02906    0.00000 
1.8  2       0.03768    0.00609 
1.8  3       0.03304    0.00555 
1.8  4       0.03459    0.00437 
1.8  5       0.03362    0.00361 
1.8  6       0.03324    0.00302 
1.8  7       0.03442    0.00281 
1.8  8       0.03434    0.00246 
1.8  9       0.03476    0.00222 
1.8  10      0.03432    0.00204 
1.8  11      0.03444    0.00186 
1.8  12      0.03446    0.00171 
1.8  13      0.03458    0.00158 
1.8  14      0.03466    0.00147 
1.8  15      0.03480    0.00138 
1.8  16      0.03479    0.00129 
1.8  17      0.03495    0.00123 
1.8  18      0.03479    0.00117 
1.8  19      0.03489    0.00111 
1.8  20      0.03433    0.00119 
