1.3  1       0.07396    0.00000 
1.3  2       0.08639    0.00879 
1.3  3       0.07401    0.01168 
1.3  4       0.07602    0.00893 
1.3  5       0.07539    0.00717 
1.3  6       0.07396    0.00611 
1.3  7       0.07614    0.00561 
1.3  8       0.07568    0.00493 
1.3  9       0.07459    0.00450 
1.3  10      0.07303    0.00431 
1.3  11      0.07308    0.00392 
1.3  12      0.07349    0.00361 
1.3  13      0.07481    0.00357 
1.3  14      0.07452    0.00333 
1.3  15      0.07438    0.00311 
1.3  16      0.07369    0.00299 
1.3  17      0.07322    0.00285 
1.3  18      0.07308    0.00270 
1.3  19      0.07348    0.00258 
1.3  20      0.07273    0.00256 
