1.5  1      -0.58328    0.00000    0.29261    0.00000    2.51396    0.00000 
1.5  2      -0.58219    0.00077    0.29495    0.00165    2.47934    0.02448 
1.5  3      -0.58324    0.00100    0.29315    0.00183    2.48494    0.01695 
1.5  4      -0.58306    0.00076    0.29358    0.00143    2.48809    0.01300 
1.5  5      -0.58306    0.00061    0.29299    0.00126    2.50382    0.01750 
1.5  6      -0.58324    0.00053    0.29303    0.00105    2.51378    0.01719 
1.5  7      -0.58319    0.00046    0.29297    0.00090    2.52858    0.02012 
1.5  8      -0.58301    0.00044    0.29406    0.00129    2.52791    0.01761 
1.5  9      -0.58296    0.00039    0.29450    0.00122    2.52933    0.01571 
1.5  10     -0.58293    0.00035    0.29466    0.00110    2.52572    0.01455 
1.5  11     -0.58304    0.00034    0.29421    0.00109    2.51808    0.01510 
1.5  12     -0.58303    0.00031    0.29412    0.00100    2.51143    0.01524 
1.5  13     -0.58288    0.00032    0.29432    0.00095    2.50350    0.01600 
1.5  14     -0.58261    0.00040    0.29411    0.00090    2.50156    0.01497 
1.5  15     -0.58264    0.00037    0.29413    0.00084    2.49831    0.01432 
1.5  16     -0.58270    0.00035    0.29415    0.00079    2.50344    0.01432 
1.5  17     -0.58274    0.00033    0.29437    0.00078    2.50471    0.01353 
1.5  18     -0.58264    0.00033    0.29406    0.00079    2.49983    0.01363 
1.5  19     -0.58270    0.00032    0.29362    0.00086    2.49781    0.01306 
1.5  20     -0.58259    0.00032    0.29353    0.00083    2.49797    0.01241 
