1.2  1      -0.68565    0.00000    0.37407    0.00000    4.47289    0.00000 
1.2  2      -0.68254    0.00220    0.37408    0.00001    4.38545    0.06183 
1.2  3      -0.68275    0.00147    0.37047    0.00295    4.42886    0.05436 
1.2  4      -0.68283    0.00111    0.36784    0.00317    4.37853    0.05968 
1.2  5      -0.68285    0.00089    0.36796    0.00254    4.36582    0.04908 
1.2  6      -0.68255    0.00079    0.36657    0.00247    4.38260    0.04367 
1.2  7      -0.68264    0.00068    0.36573    0.00226    4.38955    0.03798 
1.2  8      -0.68266    0.00060    0.36651    0.00211    4.40984    0.03827 
1.2  9      -0.68266    0.00053    0.36715    0.00197    4.42165    0.03580 
1.2  10     -0.68282    0.00050    0.36731    0.00178    4.42521    0.03239 
1.2  11     -0.68285    0.00046    0.36743    0.00162    4.43026    0.02984 
1.2  12     -0.68295    0.00043    0.36843    0.00176    4.43313    0.02749 
1.2  13     -0.68276    0.00043    0.36791    0.00170    4.43139    0.02543 
1.2  14     -0.68290    0.00043    0.36762    0.00160    4.43439    0.02379 
1.2  15     -0.68285    0.00040    0.36858    0.00176    4.44275    0.02363 
1.2  16     -0.68287    0.00038    0.36805    0.00173    4.45217    0.02396 
1.2  17     -0.68298    0.00037    0.36797    0.00163    4.44807    0.02289 
1.2  18     -0.68295    0.00035    0.36814    0.00154    4.43453    0.02531 
1.2  19     -0.68294    0.00033    0.36856    0.00152    4.43803    0.02422 
1.2  20     -0.68292    0.00032    0.36871    0.00145    4.43312    0.02350 
