0.9  1       0.20124    0.00000 
0.9  2       0.22900    0.01963 
0.9  3       0.21405    0.01789 
0.9  4       0.20495    0.01556 
0.9  5       0.19715    0.01427 
0.9  6       0.19507    0.01204 
0.9  7       0.19968    0.01117 
0.9  8       0.19863    0.00982 
0.9  9       0.19619    0.00903 
0.9  10      0.19779    0.00827 
0.9  11      0.19767    0.00751 
0.9  12      0.19926    0.00705 
0.9  13      0.20020    0.00657 
0.9  14      0.20078    0.00613 
0.9  15      0.20136    0.00575 
0.9  16      0.19854    0.00604 
0.9  17      0.19856    0.00569 
0.9  18      0.19780    0.00542 
0.9  19      0.19701    0.00519 
0.9  20      0.19698    0.00493 
