0.7  1       0.49595    0.00000 
0.7  2       0.52364    0.01958 
0.7  3       0.49345    0.02789 
0.7  4       0.47605    0.02578 
0.7  5       0.47703    0.02064 
0.7  6       0.47609    0.01722 
0.7  7       0.47223    0.01519 
0.7  8       0.47710    0.01405 
0.7  9       0.46540    0.01666 
0.7  10      0.46185    0.01537 
0.7  11      0.46509    0.01431 
0.7  12      0.46419    0.01315 
0.7  13      0.46313    0.01218 
0.7  14      0.46466    0.01140 
0.7  15      0.46004    0.01154 
0.7  16      0.45246    0.01307 
0.7  17      0.45357    0.01235 
0.7  18      0.45198    0.01177 
0.7  19      0.44689    0.01220 
0.7  20      0.44637    0.01160 
