1.6  1       0.04452    0.00000 
1.6  2       0.04304    0.00105 
1.6  3       0.04408    0.00110 
1.6  4       0.04613    0.00195 
1.6  5       0.04441    0.00219 
1.6  6       0.04374    0.00192 
1.6  7       0.04490    0.00197 
1.6  8       0.04317    0.00236 
1.6  9       0.04357    0.00213 
1.6  10      0.04335    0.00193 
1.6  11      0.04249    0.00194 
1.6  12      0.04252    0.00177 
1.6  13      0.04226    0.00166 
1.6  14      0.04202    0.00156 
1.6  15      0.04189    0.00146 
1.6  16      0.04198    0.00137 
1.6  17      0.04196    0.00129 
1.6  18      0.04244    0.00131 
1.6  19      0.04223    0.00125 
1.6  20      0.04224    0.00119 
