1.0  1       0.13632    0.00000 
1.0  2       0.16217    0.01828 
1.0  3       0.15242    0.01456 
1.0  4       0.14734    0.01177 
1.0  5       0.14336    0.01007 
1.0  6       0.14584    0.00869 
1.0  7       0.14740    0.00759 
1.0  8       0.14990    0.00704 
1.0  9       0.14844    0.00641 
1.0  10      0.14889    0.00578 
1.0  11      0.14698    0.00556 
1.0  12      0.14854    0.00531 
1.0  13      0.15122    0.00554 
1.0  14      0.15067    0.00517 
1.0  15      0.14986    0.00489 
1.0  16      0.14852    0.00476 
1.0  17      0.14788    0.00452 
1.0  18      0.14744    0.00429 
1.0  19      0.14712    0.00408 
1.0  20      0.14664    0.00390 
