1.6  1       0.03660    0.00000 
1.6  2       0.04839    0.00834 
1.6  3       0.04360    0.00680 
1.6  4       0.04469    0.00519 
1.6  5       0.04370    0.00424 
1.6  6       0.04336    0.00355 
1.6  7       0.04445    0.00321 
1.6  8       0.04446    0.00281 
1.6  9       0.04456    0.00250 
1.6  10      0.04354    0.00245 
1.6  11      0.04341    0.00223 
1.6  12      0.04355    0.00205 
1.6  13      0.04396    0.00193 
1.6  14      0.04385    0.00180 
1.6  15      0.04423    0.00171 
1.6  16      0.04420    0.00161 
1.6  17      0.04433    0.00152 
1.6  18      0.04444    0.00144 
1.6  19      0.04456    0.00137 
1.6  20      0.04371    0.00154 
