1.1  1       0.10945    0.00000 
1.1  2       0.12679    0.01226 
1.1  3       0.11490    0.01269 
1.1  4       0.11194    0.00986 
1.1  5       0.10837    0.00851 
1.1  6       0.10841    0.00709 
1.1  7       0.11177    0.00682 
1.1  8       0.11243    0.00600 
1.1  9       0.11202    0.00535 
1.1  10      0.11178    0.00482 
1.1  11      0.11133    0.00440 
1.1  12      0.11184    0.00407 
1.1  13      0.11355    0.00409 
1.1  14      0.11320    0.00382 
1.1  15      0.11260    0.00361 
1.1  16      0.11158    0.00352 
1.1  17      0.11164    0.00332 
1.1  18      0.11102    0.00319 
1.1  19      0.11115    0.00303 
1.1  20      0.11009    0.00305 
