1.0  1       0.13563    0.00000 
1.0  2       0.13670    0.00076 
1.0  3       0.13675    0.00051 
1.0  4       0.13979    0.00265 
1.0  5       0.14175    0.00276 
1.0  6       0.14305    0.00258 
1.0  7       0.14325    0.00222 
1.0  8       0.14270    0.00201 
1.0  9       0.14081    0.00252 
1.0  10      0.14325    0.00324 
1.0  11      0.14352    0.00296 
1.0  12      0.14276    0.00281 
1.0  13      0.14341    0.00267 
1.0  14      0.14310    0.00249 
1.0  15      0.14360    0.00238 
1.0  16      0.14446    0.00238 
1.0  17      0.14431    0.00224 
1.0  18      0.14455    0.00213 
1.0  19      0.14462    0.00202 
1.0  20      0.14517    0.00199 
