0     430.11099  493.03230 
1     430.11099  492.97094 
2     420.90410  429.66131 
3     406.61497  420.11674 
4     393.38908  406.11529 
5     381.69341  392.83174 
6     372.23736  381.11438 
7     366.80814  372.03532 
8     363.05958  366.56949 
9     356.47112  362.79473 
10    347.49537  356.18013 
11    343.36330  347.33185 
12    339.09670  343.26235 
13    337.02282  339.00215 
14    334.16185  336.91913 
15    327.77376  333.95305 
16    324.68729  327.60719 
17    322.49801  324.56987 
18    317.83828  322.36226 
19    310.41218  317.54116 
20    306.37800  310.30685 
21    280.49151  305.98177 
22    275.31372  280.34010 
23    271.48278  275.21580 
24    268.09134  271.39108 
25    265.72732  268.04074 
26    259.65754  265.60180 
27    253.16814  259.54035 
28    251.18542  253.11536 
29    243.72349  251.03991 
30    240.58612  243.61947 
31    237.70537  240.50374 
32    236.74777  237.66566 
33    235.82829  236.71929 
34    233.73821  235.73364 
35    231.57037  233.66077 
36    230.20746  231.50188 
37    225.73587  230.04989 
38    224.23841  225.70364 
39    217.36783  224.12956 
40    216.13682  217.35072 
41    213.08929  216.08372 
42    211.23006  213.04389 
43    210.33935  211.20962 
44    209.40659  210.29835 
45    206.82010  209.32700 
46    205.22116  206.79571 
47    204.85099  205.21177 
48    203.96763  204.84079 
49    203.49216  203.95943 
50    202.66538  203.47362 
51    197.21436  202.61087 
52    195.65670  197.14500 
53    192.72878  195.58240 
54    187.95937  192.64602 
55    186.55349  187.92024 
56    184.67644  186.50487 
57    183.96769  184.66237 
58    182.95464  183.95216 
59    182.00666  182.93097 
60    180.77253  181.97986 
61    178.38303  180.72778 
62    177.46567  178.35542 
63    170.56596  177.33209 
64    169.14350  170.52392 
65    168.21838  169.13250 
66    161.03284  168.10140 
67    158.95797  161.00192 
68    158.69745  158.95122 
69    153.83536  158.59295 
70    152.09514  153.79854 
71    151.28899  152.07239 
72    150.78293  151.27808 
73    149.94446  150.74356 
74    148.41768  149.92169 
75    148.41768  148.41768 
76    147.67131  148.40902 
77    147.00877  147.65888 
78    143.96567  146.94532 
79    143.00091  143.93815 
80    140.64748  142.96587 
81    140.12640  140.63584 
82    139.55903  140.10940 
83    138.89912  139.54452 
84    138.49006  138.89503 
85    138.38126  138.48898 
86    138.38126  138.38126 
87    137.61056  138.34944 
88    137.09905  137.59577 
89    136.61854  137.08965 
90    136.24684  136.61457 
91    131.12518  136.16560 
92    130.58754  131.11518 
93    130.21638  130.58258 
94    129.71032  130.20558 
95    129.24195  129.70563 
96    128.47544  129.22129 
97    127.99492  128.46773 
98    127.87791  127.99208 
99    126.56574  127.86163 
100   123.50747  126.53130 
101   122.99012  123.49540 
102   122.33131  122.97540 
103   122.17405  122.32818 
