0.80       0.15       1      0.1 
0.80       0.15       2      0.1 
0.80       0.15       3      0.1 
0.80       0.15       4      0.1 
0.80       0.15       5      0.1 
0.80       0.15       6      0.1 
0.80       0.15       7      0.1 
0.80       0.15       8      0.1 
0.80       0.15       9      0.1 
0.80       0.15       10     0.1 
