2.0  1      -0.46120    0.00000    0.20048    0.00000    1.36812    0.00000 
2.0  2      -0.46004    0.00082    0.20070    0.00016    1.35312    0.01061 
2.0  3      -0.46126    0.00113    0.19797    0.00223    1.35290    0.00708 
2.0  4      -0.46141    0.00086    0.19727    0.00178    1.33978    0.01254 
2.0  5      -0.46166    0.00072    0.19673    0.00150    1.34096    0.01009 
2.0  6      -0.46176    0.00061    0.19740    0.00139    1.34406    0.00887 
2.0  7      -0.46182    0.00053    0.19705    0.00124    1.34366    0.00761 
2.0  8      -0.46182    0.00046    0.19741    0.00113    1.34547    0.00688 
2.0  9      -0.46194    0.00042    0.19755    0.00101    1.34682    0.00624 
2.0  10     -0.46172    0.00044    0.19759    0.00091    1.34519    0.00583 
2.0  11     -0.46186    0.00042    0.19734    0.00086    1.35031    0.00721 
2.0  12     -0.46204    0.00042    0.19716    0.00081    1.34931    0.00667 
2.0  13     -0.46206    0.00039    0.19707    0.00075    1.34898    0.00617 
2.0  14     -0.46200    0.00037    0.19687    0.00073    1.34734    0.00594 
2.0  15     -0.46196    0.00034    0.19696    0.00068    1.34637    0.00562 
2.0  16     -0.46209    0.00034    0.19712    0.00066    1.34973    0.00620 
2.0  17     -0.46204    0.00033    0.19728    0.00064    1.35183    0.00618 
2.0  18     -0.46202    0.00031    0.19745    0.00063    1.34941    0.00629 
2.0  19     -0.46208    0.00030    0.19739    0.00060    1.35067    0.00609 
2.0  20     -0.46202    0.00029    0.19718    0.00060    1.35013    0.00581 
