1.2  1       0.07862    0.00000 
1.2  2       0.07763    0.00070 
1.2  3       0.08024    0.00218 
1.2  4       0.08250    0.00255 
1.2  5       0.08365    0.00229 
1.2  6       0.08595    0.00284 
1.2  7       0.08478    0.00266 
1.2  8       0.08488    0.00233 
1.2  9       0.08307    0.00268 
1.2  10      0.08296    0.00242 
1.2  11      0.08302    0.00220 
1.2  12      0.08415    0.00228 
1.2  13      0.08456    0.00215 
1.2  14      0.08375    0.00214 
1.2  15      0.08341    0.00202 
1.2  16      0.08387    0.00195 
1.2  17      0.08419    0.00186 
1.2  18      0.08434    0.00176 
1.2  19      0.08376    0.00176 
1.2  20      0.08443    0.00180 
