1.3  1      -0.64810    0.00000    0.34530    0.00000    3.65652    0.00000 
1.3  2      -0.64725    0.00060    0.34497    0.00024    3.64895    0.00535 
1.3  3      -0.64799    0.00072    0.34292    0.00168    3.63801    0.00962 
1.3  4      -0.64820    0.00057    0.34191    0.00154    3.61949    0.01759 
1.3  5      -0.64800    0.00049    0.34339    0.00181    3.61944    0.01407 
1.3  6      -0.64788    0.00043    0.34349    0.00151    3.62885    0.01454 
1.3  7      -0.64769    0.00040    0.34209    0.00183    3.63808    0.01511 
1.3  8      -0.64757    0.00037    0.34312    0.00187    3.63451    0.01363 
1.3  9      -0.64722    0.00047    0.34300    0.00166    3.63142    0.01247 
1.3  10     -0.64713    0.00043    0.34307    0.00150    3.59655    0.03493 
1.3  11     -0.64699    0.00041    0.34273    0.00140    3.59878    0.03182 
1.3  12     -0.64707    0.00038    0.34212    0.00141    3.58915    0.03059 
1.3  13     -0.64706    0.00035    0.34257    0.00137    3.58904    0.02824 
1.3  14     -0.64676    0.00044    0.34271    0.00128    3.57835    0.02817 
1.3  15     -0.64679    0.00041    0.34282    0.00120    3.58126    0.02644 
1.3  16     -0.64697    0.00042    0.34271    0.00113    3.59530    0.02827 
1.3  17     -0.64699    0.00040    0.34288    0.00108    3.59652    0.02663 
1.3  18     -0.64705    0.00038    0.34297    0.00102    3.59491    0.02520 
1.3  19     -0.64713    0.00037    0.34277    0.00099    3.58872    0.02463 
1.3  20     -0.64698    0.00038    0.34293    0.00095    3.58551    0.02360 
