1.2  1       0.09505    0.00000 
1.2  2       0.10939    0.01014 
1.2  3       0.09434    0.01403 
1.2  4       0.09243    0.01065 
1.2  5       0.09051    0.00869 
1.2  6       0.08753    0.00774 
1.2  7       0.09029    0.00711 
1.2  8       0.09138    0.00630 
1.2  9       0.09047    0.00567 
1.2  10      0.08979    0.00514 
1.2  11      0.09040    0.00471 
1.2  12      0.09037    0.00432 
1.2  13      0.09223    0.00437 
1.2  14      0.09105    0.00421 
1.2  15      0.09097    0.00393 
1.2  16      0.09070    0.00369 
1.2  17      0.09086    0.00348 
1.2  18      0.09035    0.00332 
1.2  19      0.09042    0.00315 
1.2  20      0.08965    0.00309 
