1.3  1       0.08184    0.00000 
1.3  2       0.07158    0.00725 
1.3  3       0.06991    0.00502 
1.3  4       0.07079    0.00384 
1.3  5       0.07057    0.00308 
1.3  6       0.07282    0.00328 
1.3  7       0.06999    0.00384 
1.3  8       0.07045    0.00339 
1.3  9       0.07069    0.00302 
1.3  10      0.07100    0.00273 
1.3  11      0.07031    0.00257 
1.3  12      0.06937    0.00252 
1.3  13      0.07012    0.00244 
1.3  14      0.07077    0.00235 
1.3  15      0.07105    0.00221 
1.3  16      0.07079    0.00209 
1.3  17      0.07065    0.00197 
1.3  18      0.07084    0.00187 
1.3  19      0.07069    0.00178 
1.3  20      0.07012    0.00178 
