1.6  1      -0.55533    0.00000    0.26906    0.00000    2.22957    0.00000 
1.6  2      -0.55331    0.00143    0.27316    0.00290    2.19951    0.02125 
1.6  3      -0.55417    0.00118    0.27143    0.00240    2.18363    0.01921 
1.6  4      -0.55463    0.00097    0.27052    0.00196    2.18279    0.01443 
1.6  5      -0.55430    0.00083    0.27070    0.00158    2.18062    0.01170 
1.6  6      -0.55440    0.00070    0.27029    0.00137    2.17116    0.01302 
1.6  7      -0.55461    0.00063    0.27015    0.00118    2.17441    0.01156 
1.6  8      -0.55436    0.00060    0.27008    0.00104    2.18252    0.01264 
1.6  9      -0.55436    0.00053    0.27000    0.00092    2.18439    0.01137 
1.6  10     -0.55436    0.00048    0.27024    0.00086    2.18224    0.01044 
1.6  11     -0.55439    0.00044    0.27073    0.00091    2.17721    0.01063 
1.6  12     -0.55453    0.00042    0.27062    0.00084    2.18115    0.01045 
1.6  13     -0.55452    0.00039    0.27099    0.00086    2.18262    0.00975 
1.6  14     -0.55453    0.00036    0.27105    0.00080    2.18365    0.00911 
1.6  15     -0.55444    0.00035    0.27128    0.00077    2.18038    0.00907 
1.6  16     -0.55448    0.00033    0.27100    0.00077    2.17841    0.00871 
1.6  17     -0.55444    0.00031    0.27078    0.00076    2.17691    0.00833 
1.6  18     -0.55451    0.00030    0.27071    0.00072    2.17614    0.00790 
1.6  19     -0.55449    0.00029    0.27053    0.00070    2.17556    0.00751 
1.6  20     -0.55453    0.00028    0.27075    0.00070    2.17610    0.00715 
