0.9  1       0.17572    0.00000 
0.9  2       0.18756    0.00837 
0.9  3       0.19016    0.00597 
0.9  4       0.19555    0.00647 
0.9  5       0.19635    0.00522 
0.9  6       0.20177    0.00660 
0.9  7       0.19854    0.00640 
0.9  8       0.20005    0.00577 
0.9  9       0.19674    0.00600 
0.9  10      0.19972    0.00610 
0.9  11      0.20258    0.00617 
0.9  12      0.19978    0.00626 
0.9  13      0.20184    0.00611 
0.9  14      0.20046    0.00583 
0.9  15      0.19970    0.00549 
0.9  16      0.20088    0.00527 
0.9  17      0.19973    0.00508 
0.9  18      0.20019    0.00482 
0.9  19      0.20026    0.00457 
0.9  20      0.20183    0.00460 
