1.7  1       0.04130    0.00000 
1.7  2       0.04085    0.00032 
1.7  3       0.03928    0.00130 
1.7  4       0.04088    0.00169 
1.7  5       0.04147    0.00145 
1.7  6       0.04097    0.00130 
1.7  7       0.04069    0.00114 
1.7  8       0.04060    0.00100 
1.7  9       0.04028    0.00094 
1.7  10      0.03972    0.00100 
1.7  11      0.03926    0.00101 
1.7  12      0.03888    0.00099 
1.7  13      0.03950    0.00109 
1.7  14      0.03943    0.00102 
1.7  15      0.03903    0.00102 
1.7  16      0.03883    0.00098 
1.7  17      0.03880    0.00092 
1.7  18      0.03887    0.00087 
1.7  19      0.03861    0.00087 
1.7  20      0.03848    0.00083 
