2.05       1          1.34199    1.34199    0.00000
2.05       2          1.14659    1.24429    0.06908
2.05       3          1.15324    1.21394    0.05230
2.05       4          1.17142    1.20331    0.04029
2.05       5          1.13162    1.18897    0.03469
2.05       6          1.12173    1.17776    0.03066
2.05       7          1.12042    1.16957    0.02736
2.05       8          1.13171    1.16484    0.02434
2.05       9          1.13290    1.16129    0.02190
2.05       10         1.15875    1.16104    0.01971
2.05       11         1.09329    1.15488    0.01885
2.05       12         1.18356    1.15727    0.01743
2.05       13         1.13946    1.15590    0.01615
2.05       14         1.11404    1.15291    0.01527
2.05       15         1.14270    1.15223    0.01426
2.05       16         1.08811    1.14822    0.01392
2.05       17         1.14940    1.14829    0.01311
2.05       18         1.16004    1.14894    0.01239
2.05       19         1.14261    1.14861    0.01175
2.05       20         1.11605    1.14698    0.01127
2.05       21         1.14039    1.14667    0.01074
2.05       22         1.14002    1.14637    0.01025
2.05       23         1.11986    1.14521    0.00987
2.05       24         1.16662    1.14611    0.00950
2.05       25         1.16260    1.14677    0.00914
2.05       26         1.11507    1.14555    0.00887
2.05       27         1.16222    1.14616    0.00857
2.05       28         1.13675    1.14583    0.00827
2.05       29         1.19618    1.14756    0.00816
2.05       30         1.12909    1.14695    0.00791
2.05       31         1.14774    1.14697    0.00766
2.05       32         1.19923    1.14861    0.00759
2.05       33         1.14758    1.14858    0.00736
2.05       34         1.17829    1.14945    0.00720
2.05       35         1.16435    1.14987    0.00700
2.05       36         1.12987    1.14932    0.00683
2.05       37         1.11360    1.14835    0.00671
2.05       38         1.11562    1.14749    0.00659
2.05       39         1.14055    1.14731    0.00643
2.05       40         1.17337    1.14797    0.00630
2.05       41         1.10757    1.14698    0.00622
2.05       42         1.15573    1.14719    0.00608
2.05       43         1.12950    1.14678    0.00595
2.05       44         1.17729    1.14747    0.00585
2.05       45         1.13371    1.14716    0.00573
2.05       46         1.13583    1.14692    0.00561
2.05       47         1.11284    1.14619    0.00554
2.05       48         1.09974    1.14523    0.00551
2.05       49         1.15936    1.14551    0.00540
2.05       50         1.15977    1.14580    0.00530
2.05       51         1.13704    1.14563    0.00520
2.05       52         1.15388    1.14579    0.00510
2.05       53         1.16026    1.14606    0.00502
2.05       54         1.17165    1.14653    0.00494
2.05       55         1.16739    1.14691    0.00487
2.05       56         1.13548    1.14671    0.00479
2.05       57         1.13888    1.14657    0.00470
2.05       58         1.12392    1.14618    0.00464
2.05       59         1.14490    1.14616    0.00456
2.05       60         1.16117    1.14641    0.00449
2.05       61         1.11067    1.14582    0.00446
2.05       62         1.11589    1.14534    0.00441
2.05       63         1.15479    1.14549    0.00434
2.05       64         1.14560    1.14549    0.00428
2.05       65         1.14250    1.14545    0.00421
2.05       66         1.08276    1.14450    0.00425
2.05       67         1.07705    1.14349    0.00431
2.05       68         1.13587    1.14338    0.00424
2.05       69         1.10923    1.14288    0.00421
2.05       70         1.13144    1.14272    0.00415
2.05       71         1.16942    1.14309    0.00411
2.05       72         1.14401    1.14311    0.00406
2.05       73         1.16171    1.14336    0.00401
2.05       74         1.12515    1.14312    0.00396
2.05       75         1.16989    1.14347    0.00392
2.05       76         1.15172    1.14358    0.00387
2.05       77         1.13080    1.14342    0.00383
2.05       78         1.16284    1.14367    0.00379
2.05       79         1.18301    1.14416    0.00377
2.05       80         1.15633    1.14432    0.00373
2.05       81         1.11242    1.14392    0.00370
2.05       82         1.20764    1.14470    0.00374
2.05       83         1.11464    1.14434    0.00371
2.05       84         1.16119    1.14454    0.00367
2.05       85         1.17468    1.14489    0.00365
2.05       86         1.15514    1.14501    0.00360
2.05       87         1.16711    1.14526    0.00357
2.05       88         1.11792    1.14495    0.00355
2.05       89         1.11815    1.14465    0.00352
2.05       90         1.15917    1.14481    0.00348
2.05       91         1.14262    1.14479    0.00344
2.05       92         1.12102    1.14453    0.00342
2.05       93         1.14011    1.14448    0.00338
2.05       94         1.15556    1.14460    0.00335
2.05       95         1.10515    1.14419    0.00334
2.05       96         1.13169    1.14406    0.00330
2.05       97         1.12700    1.14388    0.00328
2.05       98         1.10343    1.14347    0.00327
2.05       99         1.08366    1.14286    0.00329
2.05       100        1.14541    1.14289    0.00326
