1.9  1       0.02902    0.00000 
1.9  2       0.03006    0.00073 
1.9  3       0.02875    0.00117 
1.9  4       0.02960    0.00114 
1.9  5       0.03113    0.00165 
1.9  6       0.03141    0.00140 
1.9  7       0.03041    0.00151 
1.9  8       0.03084    0.00138 
1.9  9       0.02986    0.00154 
1.9  10      0.02892    0.00164 
1.9  11      0.02876    0.00150 
1.9  12      0.02862    0.00138 
1.9  13      0.02833    0.00131 
1.9  14      0.02886    0.00132 
1.9  15      0.02906    0.00124 
1.9  16      0.02890    0.00118 
1.9  17      0.02903    0.00111 
1.9  18      0.02922    0.00107 
1.9  19      0.02934    0.00102 
1.9  20      0.02939    0.00097 
