 1 1 1 1 1 1 1 1 1 1
 8 15 15 15 15 15 15 15 15 8
 21 2 2 2 2 2 2 2 2 21
 14 24 24 24 24 24 24 24 24 14
 19 23 23 23 23 23 23 23 23 19
 10 30 30 30 30 30 30 30 30 10
 12 29 29 29 29 29 29 29 29 12
 13 17 17 17 17 17 17 17 17 13
 26 4 4 4 4 4 4 4 4 26
 22 11 11 11 11 11 11 11 11 22
 3 31 31 31 31 31 31 31 31 3
 7 5 5 5 5 5 5 5 5 7
 9 27 27 27 27 27 27 27 27 9
 33 25 25 25 25 25 25 25 25 33
 32 28 28 28 28 28 28 28 28 32
 20 18 18 18 18 18 18 18 18 20
 34 6 6 6 6 6 6 6 6 34
 16 16 16 16 16 16 16 16 16 16
 6 34 34 34 34 34 34 34 34 6
 18 20 20 20 20 20 20 20 20 18
 28 32 32 32 32 32 32 32 32 28
 25 33 33 33 33 33 33 33 33 25
 27 9 9 9 9 9 9 9 9 27
 5 7 7 7 7 7 7 7 7 5
 31 3 3 3 3 3 3 3 3 31
 11 22 22 22 22 22 22 22 22 11
 4 26 26 26 26 26 26 26 26 4
 17 13 13 13 13 13 13 13 13 17
 29 12 12 12 12 12 12 12 12 29
 30 10 10 10 10 10 10 10 10 30
 23 19 19 19 19 19 19 19 19 23
 24 14 14 14 14 14 14 14 14 24
 2 21 21 21 21 21 21 21 21 2
 15 8 8 8 8 8 8 8 8 15
