1.7  1      -0.52910    0.00000    0.24992    0.00000    1.93215    0.00000 
1.7  2      -0.52766    0.00102    0.24968    0.00017    1.90065    0.02227 
1.7  3      -0.52857    0.00101    0.24760    0.00170    1.90331    0.01501 
1.7  4      -0.52873    0.00077    0.24731    0.00130    1.90924    0.01237 
1.7  5      -0.52835    0.00070    0.24730    0.00104    1.89999    0.01290 
1.7  6      -0.52824    0.00060    0.24721    0.00087    1.88521    0.01725 
1.7  7      -0.52853    0.00058    0.24734    0.00076    1.88885    0.01517 
1.7  8      -0.52818    0.00060    0.24753    0.00068    1.88793    0.01330 
1.7  9      -0.52813    0.00054    0.24737    0.00063    1.88543    0.01205 
1.7  10     -0.52794    0.00052    0.24768    0.00063    1.88816    0.01115 
1.7  11     -0.52781    0.00048    0.24777    0.00058    1.88798    0.01014 
1.7  12     -0.52785    0.00045    0.24814    0.00064    1.89096    0.00972 
1.7  13     -0.52781    0.00041    0.24846    0.00067    1.89325    0.00924 
1.7  14     -0.52784    0.00038    0.24874    0.00067    1.89458    0.00868 
1.7  15     -0.52790    0.00036    0.24874    0.00063    1.89528    0.00813 
1.7  16     -0.52806    0.00037    0.24844    0.00066    1.89451    0.00765 
1.7  17     -0.52805    0.00035    0.24820    0.00066    1.89660    0.00748 
1.7  18     -0.52818    0.00036    0.24831    0.00063    1.89763    0.00714 
1.7  19     -0.52828    0.00035    0.24830    0.00060    1.89950    0.00701 
1.7  20     -0.52835    0.00034    0.24846    0.00059    1.89895    0.00668 
