1.7  1       0.03398    0.00000 
1.7  2       0.04408    0.00715 
1.7  3       0.03876    0.00645 
1.7  4       0.03998    0.00495 
1.7  5       0.03907    0.00404 
1.7  6       0.03816    0.00347 
1.7  7       0.03881    0.00304 
1.7  8       0.03861    0.00266 
1.7  9       0.03909    0.00241 
1.7  10      0.03860    0.00222 
1.7  11      0.03870    0.00202 
1.7  12      0.03897    0.00187 
1.7  13      0.03915    0.00173 
1.7  14      0.03915    0.00161 
1.7  15      0.03944    0.00153 
1.7  16      0.03947    0.00143 
1.7  17      0.03956    0.00135 
1.7  18      0.03950    0.00128 
1.7  19      0.03954    0.00121 
1.7  20      0.03890    0.00130 
