1.7  1      -0.52933    0.00000    0.25366    0.00000    1.91330    0.00000 
1.7  2      -0.52792    0.00099    0.25275    0.00065    1.92085    0.00534 
1.7  3      -0.52876    0.00095    0.25023    0.00210    1.91072    0.00900 
1.7  4      -0.52861    0.00073    0.24948    0.00170    1.89197    0.01759 
1.7  5      -0.52875    0.00060    0.24823    0.00176    1.89594    0.01451 
1.7  6      -0.52872    0.00050    0.24975    0.00202    1.90032    0.01274 
1.7  7      -0.52871    0.00043    0.24921    0.00180    1.90240    0.01109 
1.7  8      -0.52856    0.00040    0.25026    0.00186    1.89870    0.01030 
1.7  9      -0.52856    0.00035    0.25025    0.00165    1.90440    0.01061 
1.7  10     -0.52834    0.00038    0.25021    0.00149    1.89908    0.01080 
1.7  11     -0.52840    0.00035    0.24982    0.00140    1.89694    0.01003 
1.7  12     -0.52850    0.00033    0.24976    0.00129    1.89356    0.00975 
1.7  13     -0.52842    0.00031    0.25001    0.00121    1.89156    0.00920 
1.7  14     -0.52825    0.00034    0.24967    0.00117    1.88775    0.00930 
1.7  15     -0.52833    0.00032    0.24989    0.00112    1.88431    0.00929 
1.7  16     -0.52844    0.00032    0.24997    0.00105    1.88780    0.00934 
1.7  17     -0.52844    0.00030    0.24986    0.00099    1.88917    0.00889 
1.7  18     -0.52841    0.00029    0.24988    0.00094    1.88634    0.00884 
1.7  19     -0.52845    0.00027    0.24974    0.00090    1.88599    0.00838 
1.7  20     -0.52833    0.00029    0.24975    0.00085    1.88787    0.00817 
