2.0  1       0.02454    0.00000 
2.0  2       0.02513    0.00042 
2.0  3       0.02422    0.00080 
2.0  4       0.02685    0.00236 
2.0  5       0.02848    0.00238 
2.0  6       0.02893    0.00203 
2.0  7       0.02815    0.00188 
2.0  8       0.02858    0.00170 
2.0  9       0.02850    0.00151 
2.0  10      0.02793    0.00146 
2.0  11      0.02774    0.00134 
2.0  12      0.02748    0.00125 
2.0  13      0.02771    0.00118 
2.0  14      0.02781    0.00110 
2.0  15      0.02766    0.00103 
2.0  16      0.02762    0.00097 
2.0  17      0.02780    0.00093 
2.0  18      0.02774    0.00088 
2.0  19      0.02800    0.00087 
2.0  20      0.02808    0.00083 
