1     0.45930    -0.33767  
32    0.97095    -0.20196  
18    0.86373    0.50810   
28    0.83771    0.87975   
26    0.53153    0.94053   
4     0.31204    0.81097   
24    0.15454    0.68001   
16    0.23362    0.16094   
13    -0.04172   -0.01148  
2     -0.04577   0.14367   
15    -0.05641   0.16983   
12    -0.01355   0.51209   
5     -0.25701   0.67313   
27    -0.54778   0.98922   
10    -0.87071   0.50931   
23    -0.75808   0.36027   
8     -0.44153   0.09172   
7     -0.66335   0.14488   
9     -0.96540   0.16636   
25    -0.89448   -0.09299  
34    -0.75470   -0.66016  
17    -0.83209   -0.68148  
30    -0.73239   -0.89304  
11    -0.53369   -0.61341  
14    -0.48421   -0.52146  
33    -0.45450   -0.49727  
19    0.00372    -0.95143  
6     0.55210    -0.95772  
29    0.62657    -0.96412  
3     0.41006    -0.82799  
31    0.42685    -0.77645  
22    0.35676    -0.80357  
21    0.30391    -0.57230  
20    0.37201    -0.26130  
