0.7  1       0.48348    0.00000 
0.7  2       0.47538    0.00572 
0.7  3       0.47488    0.00384 
0.7  4       0.46881    0.00599 
0.7  5       0.47720    0.00891 
0.7  6       0.47743    0.00743 
0.7  7       0.47269    0.00773 
0.7  8       0.46559    0.00949 
0.7  9       0.45791    0.01111 
0.7  10      0.45748    0.01001 
0.7  11      0.45219    0.01040 
0.7  12      0.45486    0.00987 
0.7  13      0.44941    0.01051 
0.7  14      0.44567    0.01040 
0.7  15      0.44313    0.01001 
0.7  16      0.43941    0.01006 
0.7  17      0.44270    0.00999 
0.7  18      0.44176    0.00948 
0.7  19      0.44462    0.00940 
0.7  20      0.44515    0.00895 
