0.8  1       0.30528    0.00000 
0.8  2       0.27973    0.01806 
0.8  3       0.28691    0.01339 
0.8  4       0.29762    0.01367 
0.8  5       0.30556    0.01304 
0.8  6       0.30329    0.01106 
0.8  7       0.28570    0.01884 
0.8  8       0.28840    0.01668 
0.8  9       0.28736    0.01486 
0.8  10      0.28370    0.01381 
0.8  11      0.28463    0.01259 
0.8  12      0.28202    0.01181 
0.8  13      0.28104    0.01094 
0.8  14      0.27990    0.01022 
0.8  15      0.27967    0.00954 
0.8  16      0.28182    0.00918 
0.8  17      0.28329    0.00876 
0.8  18      0.28206    0.00836 
0.8  19      0.28461    0.00830 
0.8  20      0.28559    0.00794 
