0.6  1       0.48274    0.00000 
0.6  2       0.55228    0.04917 
0.6  3       0.56331    0.03400 
0.6  4       0.56792    0.02581 
0.6  5       0.59374    0.03098 
0.6  6       0.60420    0.02753 
0.6  7       0.61289    0.02493 
0.6  8       0.62738    0.02568 
0.6  9       0.63898    0.02531 
0.6  10      0.64832    0.02444 
0.6  11      0.64373    0.02265 
0.6  12      0.64698    0.02099 
0.6  13      0.64490    0.01948 
0.6  14      0.64803    0.01834 
0.6  15      0.64691    0.01715 
0.6  16      0.64038    0.01728 
0.6  17      0.64397    0.01663 
0.6  18      0.64283    0.01574 
0.6  19      0.64567    0.01517 
0.6  20      0.65028    0.01509 
