0.7  1      -0.89565    0.00000    0.42288    0.00000   24.55418    0.00000 
0.7  2      -0.89263    0.00213    0.43390    0.00779   23.99689    0.39406 
0.7  3      -0.89017    0.00246    0.42819    0.00698   23.15008    0.73964 
0.7  4      -0.89061    0.00188    0.43263    0.00649   23.54340    0.65096 
0.7  5      -0.89087    0.00153    0.42934    0.00597   23.50958    0.52165 
0.7  6      -0.89157    0.00142    0.42989    0.00500   23.85407    0.53653 
0.7  7      -0.89145    0.00122    0.42955    0.00430   23.98894    0.47653 
0.7  8      -0.89140    0.00107    0.42930    0.00377   23.94239    0.41923 
0.7  9      -0.89213    0.00118    0.43048    0.00353   24.29562    0.49978 
0.7  10     -0.89219    0.00106    0.43162    0.00336   24.43063    0.46768 
0.7  11     -0.89241    0.00099    0.43093    0.00312   24.48269    0.42805 
0.7  12     -0.89229    0.00091    0.42911    0.00335   24.42505    0.39624 
0.7  13     -0.89209    0.00086    0.42878    0.00311   24.28186    0.39078 
0.7  14     -0.89189    0.00082    0.42890    0.00289   24.23530    0.36563 
0.7  15     -0.89185    0.00077    0.42707    0.00322   24.22380    0.34144 
0.7  16     -0.89167    0.00074    0.42829    0.00324   24.20706    0.32051 
0.7  17     -0.89139    0.00075    0.42835    0.00305   24.09380    0.32104 
0.7  18     -0.89201    0.00094    0.43015    0.00337   24.44645    0.45759 
0.7  19     -0.89209    0.00089    0.43061    0.00323   24.45469    0.43358 
0.7  20     -0.89218    0.00085    0.43159    0.00321   24.52704    0.41789 
